formula,P,Tc,AD
Tc2H7,200,31,1
SbH3,250,31,1
SiH4,250,31,1
Y2H7,200,31,1
Y2H7,250,31,1
PoH4,100,31,1
Ge2H7,250,31,1
H4I,200,31,1
H9I2,300,31,1
KH10,100,31,1
Bi2H3,300,31,1
Ge2H7,300,31,1
PoH7,250,31,1
Te2H5,300,31,1
SbH3,150,30,1
H7I,250,30,1
KH6,100,30,1
PH4,150,30,1
Sb2H5,250,30,1
H5I2,150,30,1
Nb2H7,300,30,1
Nb2H7,150,30,1
HSe,250,30,1
H7Se,150,30,1
Bi2H3,150,30,1
Sb2H5,200,29,1
Sb2H5,150,29,1
H10Se,100,29,1
TeH,300,29,1
HSe,300,29,1
Y2H7,150,29,1
HS,250,29,1
P2H3,200,29,1
Y2H7,300,29,1
SiH4,300,29,1
SiH4,150,29,1
HS,200,29,1
SnH4,100,28,1
SiH4,200,28,1
BH,100,28,1
InH4,100,28,1
SnH3,150,28,1
Sn2H5,150,28,1
TeH3,100,28,1
TeH2,250,28,1
TeH2,200,28,1
H9Se,100,28,1
P2H3,250,28,1
TcH4,300,28,1
TcH4,250,28,1
HSe,200,28,1
Ge2H7,200,28,1
Ge2H7,150,28,1
KH8,100,28,1
H3S2,100,27,1
HS,300,27,1
Si2H5,250,27,1
PH,200,27,1
P2H7,150,27,1
TcH4,200,27,1
H2Se,150,27,1
Sb2H5,100,27,1
SbH2,250,27,1
Ge2H7,100,26,1
PoH7,200,26,1
PoH7,300,26,1
KH9,100,26,1
H5Se2,100,26,1
TcH4,150,26,1
SbH2,100,26,1
SbH2,200,26,1
LiH9,100,26,1
LiH10,100,26,1
H6I,150,26,1
Si2H5,200,26,1
PH,250,26,1
Te2H5,100,26,1
Mg2H7,100,26,1
TeH2,150,26,1
Si2H5,150,26,1
PoH8,100,25,1
SbH3,300,25,1
P2H3,300,25,1
LiH8,100,25,1
KH7,100,25,1
PoH5,250,25,1
Si2H5,300,25,1
Sb2H5,300,25,1
SbH2,150,25,1
TeH2,300,24,1
SbH3,100,24,1
Bi2H3,100,24,1
H9I2,150,24,1
HSe,150,24,1
Po2H7,100,24,1
HPt,300,24,1
Sc2H5,100,23,1
P2H3,150,23,1
HS,150,23,1
PH3,100,23,1
PH,300,23,1
SbH2,300,23,1
BH,300,23,1
PrH4,250,22,1
TeH,250,22,1
P2H9,150,22,1
PoH5,300,22,1
H5I,100,22,1
