formula,P,Tc,AD
PmH4,200,49,1
Bi2H5,150,49,1
MgH4,250,49,1
Mg2H9,150,49,1
Ge2H5,250,49,1
TiH4,300,49,1
Sb2H5,300,49,1
TeH6,150,49,1
Te2H5,300,49,1
GeH4,100,49,1
KH10,200,49,1
Ce2H7,250,49,1
LaH4,150,49,1
H7Pb2,150,48,1
Sn2H9,200,48,1
SbH3,150,48,1
Nb2H9,200,48,1
Te2H7,100,48,1
P2H3,100,48,1
Tc2H7,100,48,1
H2Pb,300,48,1
H5Pb2,250,48,1
KH9,100,48,1
Ge2H7,100,48,1
H4Pb,150,48,1
GeH3,150,48,1
SiH4,300,48,1
RbH7,250,48,1
KH10,150,47,1
PmH4,150,47,1
Te2H5,250,47,1
TeH3,150,47,1
EuH4,300,47,1
Ce2H7,200,47,1
TeH6,100,47,1
LaH4,100,47,1
PoH3,100,47,1
BiH2,250,47,1
Sb2H5,250,47,1
Ge2H5,200,47,1
TiH4,250,47,1
MgH4,200,47,1
H2Pb,250,46,1
GeH3,100,46,1
Bi2H5,100,46,1
H4Pb,100,46,1
Nb2H9,150,46,1
RbH7,200,46,1
Po2H5,300,46,1
Sn2H9,150,46,1
SbH3,100,46,1
Pr2H7,300,46,1
LiH7,300,46,1
H5Pb2,200,46,1
H7Pb2,100,46,1
Mg2H7,300,46,1
Mg2H9,100,46,1
SiH4,250,46,1
BiH2,200,45,1
EuH4,250,45,1
PmH4,100,45,1
Ce2H7,150,45,1
MgH4,150,45,1
Si2H7,300,45,1
Te2H5,200,45,1
Ge2H5,150,45,1
TeH3,100,45,1
KH10,100,45,1
Sb2H5,200,45,1
TiH4,200,45,1
RbH7,150,44,1
Po2H5,250,44,1
Sn2H9,100,44,1
TcH3,300,44,1
Pr2H7,250,44,1
TeH2,300,44,1
LiH7,250,44,1
SiH4,200,44,1
H2Pb,200,44,1
H5Pb2,150,44,1
Mg2H7,250,44,1
EuH4,200,43,1
TiH4,150,43,1
Si2H7,250,43,1
Bi2H3,300,43,1
Ce2H7,100,43,1
MgH4,100,43,1
BiH2,150,43,1
NbH4,300,43,1
Sb2H5,150,43,1
Te2H5,150,43,1
SbH2,300,43,1
Ge2H5,100,43,1
H2Pb,150,42,1
RbH7,100,42,1
TeH2,250,42,1
Pr2H7,200,42,1
SiH4,150,42,1
TcH3,250,42,1
LiH7,200,42,1
Po2H5,200,42,1
Ti2H7,300,41,1
NbH4,250,41,1
BiH2,100,41,1
Si2H7,200,41,1
Bi2H3,250,41,1
TiH4,100,41,1
Sc2H7,300,41,1
Te2H5,100,41,1
EuH4,150,41,1
Sb2H5,100,41,1
SbH2,250,41,1
Mg2H7,200,41,1
H2Pb,100,40,1
SiH3,300,40,1
SiH4,100,40,1
La2H7,300,40,1
TcH3,200,40,1
Pr2H7,150,40,1
LiH7,150,40,1
TeH2,200,40,1
EuH4,100,39,1
H9I2,300,39,1
Mg2H7,150,39,1
SbH2,200,39,1
Bi2H3,200,39,1
Po2H5,150,39,1
Sc2H7,250,39,1
H4I,300,39,1
Si2H7,150,39,1
B2H3,300,39,1
NbH4,200,39,1
H5I,300,38,1
H7I2,300,38,1
SiH3,250,38,1
TeH2,150,38,1
Ti2H7,250,38,1
La2H7,250,38,1
LiH7,100,38,1
TcH3,150,38,1
SnH3,300,37,1
NbH4,150,37,1
Mg2H7,100,37,1
B2H3,250,37,1
Si2H7,100,37,1
Pr2H7,100,37,1
H4I,250,37,1
Sc2H7,200,37,1
Pm2H7,300,37,1
H9I2,250,37,1
Po2H5,100,37,1
Sn2H7,300,37,1
SbH2,150,37,1
Bi2H3,150,37,1
Sn2H5,300,36,1
H3I,300,36,1
H5I,250,36,1
Ti2H7,200,36,1
La2H7,200,36,1
H7I2,250,36,1
TcH3,100,36,1
SiH3,200,36,1
SnH4,300,36,1
TeH2,100,36,1
MgH3,300,36,1
Bi2H3,100,35,1
Sn2H7,250,35,1
SbH2,100,35,1
SnH3,250,35,1
PoH2,300,35,1
NbH4,100,35,1
B2H3,200,35,1
H4I,200,35,1
Pm2H7,250,35,1
H9I2,200,35,1
BH,300,34,1
BiH,300,34,1
SnH4,250,34,1
MgH3,250,34,1
H7I2,200,34,1
H6I,300,34,1
La2H7,150,34,1
Ti2H7,150,34,1
H3I,250,34,1
Sc2H7,150,34,1
Sn2H5,250,34,1
Pm2H7,200,33,1
PoH2,250,33,1
H5I2,300,33,1
Sn2H7,200,33,1
H4I,150,33,1
H5I,200,33,1
SnH3,200,33,1
